fpr_svc,tpr_svc,roc_auc_score_svc,accuracy
0.0,0.0,0.7277293153581813,0.6742857142857143
0.0,0.010309278350515464,0.7277293153581813,0.6742857142857143
0.0,0.08247422680412371,0.7277293153581813,0.6742857142857143
0.01282051282051282,0.08247422680412371,0.7277293153581813,0.6742857142857143
0.01282051282051282,0.09278350515463918,0.7277293153581813,0.6742857142857143
0.02564102564102564,0.09278350515463918,0.7277293153581813,0.6742857142857143
0.02564102564102564,0.10309278350515463,0.7277293153581813,0.6742857142857143
0.038461538461538464,0.10309278350515463,0.7277293153581813,0.6742857142857143
0.038461538461538464,0.1134020618556701,0.7277293153581813,0.6742857142857143
0.0641025641025641,0.1134020618556701,0.7277293153581813,0.6742857142857143
0.0641025641025641,0.21649484536082475,0.7277293153581813,0.6742857142857143
0.07692307692307693,0.21649484536082475,0.7277293153581813,0.6742857142857143
0.07692307692307693,0.25773195876288657,0.7277293153581813,0.6742857142857143
0.08974358974358974,0.25773195876288657,0.7277293153581813,0.6742857142857143
0.08974358974358974,0.28865979381443296,0.7277293153581813,0.6742857142857143
0.1282051282051282,0.28865979381443296,0.7277293153581813,0.6742857142857143
0.1282051282051282,0.30927835051546393,0.7277293153581813,0.6742857142857143
0.14102564102564102,0.30927835051546393,0.7277293153581813,0.6742857142857143
0.14102564102564102,0.32989690721649484,0.7277293153581813,0.6742857142857143
0.15384615384615385,0.32989690721649484,0.7277293153581813,0.6742857142857143
0.15384615384615385,0.422680412371134,0.7277293153581813,0.6742857142857143
0.16666666666666666,0.422680412371134,0.7277293153581813,0.6742857142857143
0.16666666666666666,0.4329896907216495,0.7277293153581813,0.6742857142857143
0.1794871794871795,0.4329896907216495,0.7277293153581813,0.6742857142857143
0.1794871794871795,0.44329896907216493,0.7277293153581813,0.6742857142857143
0.19230769230769232,0.44329896907216493,0.7277293153581813,0.6742857142857143
0.19230769230769232,0.5360824742268041,0.7277293153581813,0.6742857142857143
0.24358974358974358,0.5360824742268041,0.7277293153581813,0.6742857142857143
0.24358974358974358,0.5773195876288659,0.7277293153581813,0.6742857142857143
0.2692307692307692,0.5773195876288659,0.7277293153581813,0.6742857142857143
0.2692307692307692,0.5979381443298969,0.7277293153581813,0.6742857142857143
0.28205128205128205,0.5979381443298969,0.7277293153581813,0.6742857142857143
0.28205128205128205,0.6082474226804123,0.7277293153581813,0.6742857142857143
0.2948717948717949,0.6082474226804123,0.7277293153581813,0.6742857142857143
0.2948717948717949,0.6185567010309279,0.7277293153581813,0.6742857142857143
0.3076923076923077,0.6185567010309279,0.7277293153581813,0.6742857142857143
0.3076923076923077,0.6391752577319587,0.7277293153581813,0.6742857142857143
0.32051282051282054,0.6391752577319587,0.7277293153581813,0.6742857142857143
0.32051282051282054,0.6907216494845361,0.7277293153581813,0.6742857142857143
0.3333333333333333,0.6907216494845361,0.7277293153581813,0.6742857142857143
0.3333333333333333,0.7010309278350515,0.7277293153581813,0.6742857142857143
0.358974358974359,0.7010309278350515,0.7277293153581813,0.6742857142857143
0.358974358974359,0.711340206185567,0.7277293153581813,0.6742857142857143
0.3717948717948718,0.711340206185567,0.7277293153581813,0.6742857142857143
0.3717948717948718,0.7319587628865979,0.7277293153581813,0.6742857142857143
0.38461538461538464,0.7319587628865979,0.7277293153581813,0.6742857142857143
0.38461538461538464,0.7525773195876289,0.7277293153581813,0.6742857142857143
0.3974358974358974,0.7731958762886598,0.7277293153581813,0.6742857142857143
0.44871794871794873,0.7731958762886598,0.7277293153581813,0.6742857142857143
0.44871794871794873,0.7835051546391752,0.7277293153581813,0.6742857142857143
0.47435897435897434,0.7835051546391752,0.7277293153581813,0.6742857142857143
0.47435897435897434,0.8041237113402062,0.7277293153581813,0.6742857142857143
0.48717948717948717,0.8041237113402062,0.7277293153581813,0.6742857142857143
0.48717948717948717,0.8144329896907216,0.7277293153581813,0.6742857142857143
0.5,0.8144329896907216,0.7277293153581813,0.6742857142857143
0.5,0.8350515463917526,0.7277293153581813,0.6742857142857143
0.5128205128205128,0.8350515463917526,0.7277293153581813,0.6742857142857143
0.5128205128205128,0.8556701030927835,0.7277293153581813,0.6742857142857143
0.5384615384615384,0.8556701030927835,0.7277293153581813,0.6742857142857143
0.5384615384615384,0.865979381443299,0.7277293153581813,0.6742857142857143
0.6153846153846154,0.865979381443299,0.7277293153581813,0.6742857142857143
0.6153846153846154,0.8762886597938144,0.7277293153581813,0.6742857142857143
0.6282051282051282,0.8762886597938144,0.7277293153581813,0.6742857142857143
0.6282051282051282,0.8865979381443299,0.7277293153581813,0.6742857142857143
0.6538461538461539,0.8865979381443299,0.7277293153581813,0.6742857142857143
0.6538461538461539,0.8969072164948454,0.7277293153581813,0.6742857142857143
0.6666666666666666,0.8969072164948454,0.7277293153581813,0.6742857142857143
0.6666666666666666,0.9072164948453608,0.7277293153581813,0.6742857142857143
0.6794871794871795,0.9072164948453608,0.7277293153581813,0.6742857142857143
0.6794871794871795,0.9381443298969072,0.7277293153581813,0.6742857142857143
0.7435897435897436,0.9381443298969072,0.7277293153581813,0.6742857142857143
0.7435897435897436,0.979381443298969,0.7277293153581813,0.6742857142857143
0.7948717948717948,0.979381443298969,0.7277293153581813,0.6742857142857143
0.7948717948717948,0.9896907216494846,0.7277293153581813,0.6742857142857143
1.0,0.9896907216494846,0.7277293153581813,0.6742857142857143
1.0,1.0,0.7277293153581813,0.6742857142857143
